datetime,YESBANK,PSB,cash,commission,total,returns,equity_curve,drawdown
2026-01-22 14:45:00,1995.48,1977.3500000000001,6033.85,2.6,10006.68,-0.0002547648520414558,1.0006680000000001,0.0002629999999999022
2026-01-22 14:50:00,1987.2,1976.64,6033.85,2.6,9997.69,-0.0008983998688875117,0.9997690000000001,0.0011619999999998853
2026-01-22 14:55:00,1990.88,1975.22,6033.85,2.6,9999.95,0.00022605221806237807,0.9999950000000002,0.0009359999999998259
2026-01-22 15:00:00,1989.9599999999998,1968.12,6033.85,2.6,9991.93,-0.0008020040100200632,0.9991930000000002,0.0017379999999997953
2026-01-22 15:05:00,0.0,0.0,9989.33,5.2,9989.33,-0.00026020998946152396,0.9989330000000002,0.0019979999999998332
2026-01-22 15:10:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-22 15:15:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-22 15:20:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-22 15:25:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:15:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:20:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:25:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:30:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:35:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:40:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:45:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:50:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 09:55:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:00:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:05:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:10:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:15:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:20:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:25:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:30:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:35:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:40:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:45:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:50:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 10:55:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:00:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:05:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:10:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:15:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:20:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:25:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:30:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:35:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:40:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:45:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:50:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 11:55:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:00:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:05:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:10:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:15:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:20:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:25:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:30:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:35:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:40:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:45:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:50:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 12:55:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:00:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:05:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:10:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:15:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:20:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:25:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:30:00,0.0,0.0,9989.33,5.2,9989.33,0.0,0.9989330000000002,0.0019979999999998332
2026-01-23 13:35:00,1998.8,1976.84,6012.7,7.8,9988.34,-9.910574583082976e-05,0.9988340000000001,0.0020969999999999045
2026-01-23 13:40:00,1997.8500000000001,1977.57,6012.7,7.8,9988.12,-2.202568194509258e-05,0.9988120000000001,0.002118999999999871
2026-01-23 13:45:00,1994.05,1977.57,6012.7,7.8,9984.32,-0.0003804519769486925,0.9984320000000001,0.002498999999999918
2026-01-23 13:50:00,1998.8,1977.57,6012.7,7.8,9989.07,0.00047574596968047445,0.9989070000000001,0.0020239999999999148
2026-01-23 13:55:00,1997.8500000000001,1975.3799999999999,6012.7,7.8,9985.93,-0.00031434357753012954,0.9985930000000002,0.00233799999999984
2026-01-23 14:00:00,1999.75,1980.49,6012.7,7.8,9992.94,0.0007019876966891658,0.9992940000000001,0.0016369999999998885
2026-01-23 14:05:00,1999.75,1979.03,6012.7,7.8,9991.48,-0.00014610314882312903,0.999148,0.001782999999999979
2026-01-23 14:10:00,1998.8,1972.46,6012.7,7.8,9983.96,-0.0007526412503453539,0.998396,0.002535000000000065
2026-01-23 14:15:00,1995.95,1974.65,6012.7,7.8,9983.3,-6.610603407863902e-05,0.9983299999999999,0.0026010000000000755
2026-01-23 14:20:00,1988.35,1972.46,6012.7,7.8,9973.509999999998,-0.000980637664900419,0.9973509999999999,0.0035800000000001386
2026-01-23 14:25:00,1992.1499999999999,1976.1100000000001,6012.7,7.8,9980.96,0.0007469787467000444,0.9980959999999999,0.002835000000000143
2026-01-23 14:30:00,1993.1000000000001,1982.68,6012.7,7.8,9988.48,0.0007534345393629405,0.9988479999999998,0.002083000000000168
2026-01-23 14:35:00,1995.0,1978.3000000000002,6012.7,7.8,9986.0,-0.00024828602550130974,0.9985999999999999,0.002331000000000083
2026-01-23 14:40:00,1998.8,1984.8700000000001,6012.7,7.8,9996.37,0.0010384538353696016,0.999637,0.0012940000000000174
2026-01-23 14:45:00,1993.1000000000001,1983.41,6012.7,7.8,9989.210000000001,-0.0007162600023808974,0.998921,0.0020100000000000673
2026-01-23 14:50:00,1999.75,1981.9499999999998,6012.7,7.8,9994.4,0.0005195606058936431,0.9994399999999999,0.0014910000000001311
2026-01-23 14:55:00,1998.8,1984.1399999999999,6012.7,7.8,9995.64,0.0001240694789081953,0.9995639999999999,0.0013670000000001181
2026-01-23 15:00:00,1998.8,1981.9499999999998,6012.7,7.8,9993.45,-0.0002190955256490268,0.999345,0.0015859999999999763
2026-01-23 15:05:00,1995.0,1973.19,6012.7,7.8,9980.89,-0.0012568232192087248,0.9980889999999999,0.002842000000000122
2026-01-23 15:10:00,1995.0,1971.0,6012.7,7.8,9978.7,-0.00021941931030189377,0.99787,0.0030609999999999804
2026-01-23 15:15:00,0.0,0.0,9976.1,10.4,9976.1,-0.00026055498211197126,0.99761,0.0033210000000000184
2026-01-23 15:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-23 15:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:30:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:35:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:40:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:45:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:50:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 09:55:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:00:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:05:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:10:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:30:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:35:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:40:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:45:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:50:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 10:55:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:00:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:05:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:10:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:30:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:35:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:40:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:45:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:50:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 11:55:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:00:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:05:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:10:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:30:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:35:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:40:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:45:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:50:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 12:55:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:00:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:05:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:10:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:30:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:35:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:40:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:45:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:50:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 13:55:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:00:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:05:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:10:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:30:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:35:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:40:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:45:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:50:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 14:55:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 15:00:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 15:05:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 15:10:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 15:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 15:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-27 15:25:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-28 09:15:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-28 09:20:00,0.0,0.0,9976.1,10.4,9976.1,0.0,0.99761,0.0033210000000000184
2026-01-28 09:25:00,1992.99,1995.82,5997.700000000001,13.000000000000002,9986.51,0.0010434939505417073,0.998651,0.0022800000000000598
2026-01-28 09:30:00,1988.34,1986.3300000000002,5997.700000000001,13.000000000000002,9972.37,-0.001415910062674497,0.997237,0.003693999999999975
2026-01-28 09:35:00,1992.99,1984.1399999999999,5997.700000000001,13.000000000000002,9974.83,0.00024668158120877415,0.9974829999999999,0.0034480000000001176
2026-01-28 09:40:00,1988.34,1983.41,5997.700000000001,13.000000000000002,9969.45,-0.0005393575629859537,0.996945,0.003986000000000045
2026-01-28 09:45:00,1987.41,1986.3300000000002,5997.700000000001,13.000000000000002,9971.44,0.00019960980796329686,0.9971439999999999,0.003787000000000096
2026-01-28 09:50:00,1988.34,1985.6,5997.700000000001,13.000000000000002,9971.640000000001,2.0057283601992992e-05,0.9971639999999999,0.003767000000000076
2026-01-28 09:55:00,1988.34,1985.6,5997.700000000001,13.000000000000002,9971.640000000001,0.0,0.9971639999999999,0.003767000000000076
2026-01-28 10:00:00,1992.99,1987.06,5997.700000000001,13.000000000000002,9977.75,0.0006127377241855747,0.9977749999999997,0.0031560000000002697
2026-01-28 10:05:00,1991.13,1989.25,5997.700000000001,13.000000000000002,9978.080000000002,3.307358873505528e-05,0.9978079999999999,0.003123000000000098
2026-01-28 10:10:00,1990.1999999999998,1985.6,5997.700000000001,13.000000000000002,9973.5,-0.00045900614146221486,0.9973499999999997,0.0035810000000002784
2026-01-28 10:15:00,1990.1999999999998,1985.6,5997.700000000001,13.000000000000002,9973.5,0.0,0.9973499999999997,0.0035810000000002784
2026-01-28 10:20:00,1992.99,1986.3300000000002,5997.700000000001,13.000000000000002,9977.02,0.0003529352784881201,0.9977019999999999,0.0032290000000001484
2026-01-28 10:25:00,1991.13,1984.1399999999999,5997.700000000001,13.000000000000002,9972.970000000001,-0.00040593283365164545,0.997297,0.003634000000000026
2026-01-28 10:30:00,1987.41,1984.1399999999999,5997.700000000001,13.000000000000002,9969.25,-0.00037300824127628474,0.9969249999999998,0.004006000000000176
2026-01-28 10:35:00,1992.99,1988.52,5997.700000000001,13.000000000000002,9979.210000000001,0.0009990721468515762,0.9979209999999998,0.003010000000000179
2026-01-28 10:40:00,1991.13,1990.71,5997.700000000001,13.000000000000002,9979.54,3.306874993103115e-05,0.9979539999999998,0.0029770000000002295
2026-01-28 10:45:00,1991.13,1990.71,5997.700000000001,13.000000000000002,9979.54,0.0,0.9979539999999998,0.0029770000000002295
